raw_id,sqn,brand,brand_detected,product_manufacturer,weight,fat,pack,pfqn,tags,types
48693,шашлык из филе индейки с майонезом индолина,Не Бренд,False,None,кг,,,"Шашлык из филе индейки с майонезом Индолина , кг",Мясо и птица|Птица охлажденная,шашлык|шашлык + из индейки|шашлык + из филе|шашлык + индейки|шашлык + филе
241965,смесь мучная хлеб многозерновой немецкий,ХлебБург,True,"ПАО ""Петербургский мельничный комбинат""",400г,,,Смесь мучная ХлебБург Хлеб многозерновой Немецкий 400г,Бакалея|Мука,мука|мучные|смесь|смесь + многозерновой|смесь + мучная|смесь + мучная + многозерновой|смесь + мучная + хлеб|смесь + хлеб|смесь + хлеб + многозерновой|хлеб + из муки|хлеб + мука|хлеб + муки|хлебцы + мука
106159,грудинка кремлевская в можжевельнике к/в,ОХОТНЫЙ РЯД,True,"ЗАО ""Микояновский мясокомбинат""",150г,,нарезка,Грудинка Кремлевская в можжевельнике к/в 150г нарезка Охотный ряд,Мясная гастрономия|Мясные деликатесы,грудинка|грудинка + к в|грудинка + к/в
602630,чай лукошко-весеннее,Tipson,True,Basilur Tea Export Ltd.,100г,,ж/б,Чай Tipson Лукошко-Весеннее 100г ж/б,"Чай черный|Чай, кофе, какао",чай
243724,чай оолонг байховый в конв,О'КЕЙ,True,"ООО ""Мал Ком""",25х2г,,пак.,Чай оолонг ОКЕЙ байховый 25х2г пак. в конв.,"Чай зеленый|Чай, кофе, какао",чай|чай + байховый|чай + байховый + в конв|чай + байховый + конв|чай + в конв|чай + конв|чай + оолонг
594274,напиток б/алк сильногаз дюшес,Старые Добрые Традиции,True,"ООО ""ФКПЧФ Бобимэкс тм""",0.5 л,,,Напиток Старые Добрые традиции б/алк  сильногаз Дюшес 0.5 л,"Лимонады, газированные напитки|Напитки, соки",напитки|напиток|напиток + алк|напиток + алк + дюшес|напиток + алк + сильногаз|напиток + б алк|напиток + б алк + дюшес|напиток + б алк + сильногаз|напиток + б/алк|напиток + б/алк + дюшес|напиток + б/алк + сильногаз|напиток + дюшес|напиток + из алк|напиток + из алк + дюшес|напиток + из алк + сильногаз|напиток + из б алк|напиток + из б алк + дюшес|напиток + из б алк + сильногаз|напиток + из б/алк|напиток + из б/алк + дюшес|напиток + из б/алк + сильногаз|напиток + сильногаз|напиток + сильногаз + дюшес
186699,мука пшеничная в/с,Nordic,True,"Raisio Nutrition Ltd. P.O., Финляндия",2кг,,,Мука Nordic Пшеничная в/с 2кг,Бакалея|Мука,мука|мука + в с|мука + в/с|мука + из пшеницы|мука + пшеницы|мука + пшеничная|мука + пшеничная + в с|мука + пшеничная + в/с|мучные|пшеничная|пшеничная + мука
80413,кунжут,Националь,True,"ООО ""Компания ""Ангстрем Трейдинг""",150г,,,Кунжут Националь 150г,"Ингредиенты для выпечки|Растительные масла, соусы и приправы",кунжут
242033,напиток сыворотка с соком мята/лимон,Большая кружка,True,"ООО ""ГАЛАКТИКА""",330г,0%,,Напиток сыворотка с соком Большая кружка 0% 330г мята/лимон,"Кисломолочные продукты|Молочные продукты|Молочные продукты, сыры, яйцо",напитки|напиток|напиток + лимон|напиток + лимона|напиток + мята|напиток + с соком|напиток + со лимона|напиток + сок|напиток + соком|напиток + сыворотка|напиток + сыворотка + с соком|напиток + сыворотка + соком|сыворотка
104051,кальмар стружка сол/сушеный,О'КЕЙ,True,"ООО ""Каспий""",40г,,,Кальмар ОКЕЙ стружка сол/сушеный 40г,"Рыба вяленая, сушеная, снэки рыбные|Рыба, морепродукты и икра|Рыбная гастрономия",кальмар|кальмар + сол|кальмар + сол + сушеный|кальмар + сол сушеный|кальмар + сол/сушеный|кальмар + стружка|кальмар + стружка + сол|кальмар + стружка + сол + сушеный|кальмар + стружка + сол сушеный|кальмар + стружка + сол/сушеный|кальмар + стружка + сушеный|кальмар + сушеный
245073,колбаса в/к трюфелье от колбасье,ДЫМОВ,True,"ООО""Дымовское колбасное производство""",330г,,,Колбаса в/к Трюфелье от Колбасье ДЫМОВ 330г,Колбасы копченые|Мясная гастрономия,колбаса|колбаса + в к|колбаса + в к + колбасье|колбаса + в/к|колбаса + в/к + колбасье|колбаса + колбасье|колбаса + от|колбаса + от + колбасье|колбаска|колбаски|колбасный|колбасу
244411,чай черный лист цейлона ува,Basilur,True,"ООО ""Мон'дэлис Русь""",,,100пак,Чай черный Basilur Лист Цейлона Ува 100пак,"Чай черный|Чай, кофе, какао",чай|чай + лист|чай + лист + ува|чай + лист + цейлона|чай + листовой|чай + листовой + лист|чай + листовой + цейлона|чай + ува|чай + цейлон|чай + цейлон + черный|чай + цейлона|чай + цейлона + ува|чай + черный|чай + черный + лист|чай + черный + листовой|чай + черный + ува|чай + черный + цейлон|чай + черный + цейлона|черная
324921,напиток б/алк сильногаз экстра-ситро,Старые Добрые Традиции,True,"ООО ""ФКПЧФ Бобимэкс тм""",0.5л,,,Напиток Старые Добрые традиции б/алк  сильногаз Экстра-ситро 0.5л,"Лимонады, газированные напитки|Напитки, соки",напитки|напиток|напиток + алк|напиток + алк + сильногаз|напиток + алк + ситро|напиток + алк + экстра|напиток + б алк|напиток + б алк + сильногаз|напиток + б алк + ситро|напиток + б алк + экстра|напиток + б/алк|напиток + б/алк + сильногаз|напиток + б/алк + ситро|напиток + б/алк + экстра|напиток + из алк|напиток + из алк + сильногаз|напиток + из б алк|напиток + из б алк + сильногаз|напиток + из б/алк|напиток + из б/алк + сильногаз|напиток + сильногаз|напиток + ситро|напиток + экстра|напиток + экстра + ситро
113693,сосиски молочные 1 сорт,МОРТАДЕЛЬ,True,"ООО ""Фирма ""Мортадель""",500г,,,Сосиски Молочные Мортадель 1 сорт 500г,"Мясная гастрономия|Сосиски, сардельки, колбаски",молоко|молочная|молочный|сосиска|сосиски|сосиски + 1|сосиски + 1 + сорт|сосиски + молочные|сосиски + молочные + 1|сосиски + молочные + сорт|сосиски + сорт
201123,мармелад жевательный кислые червячки,Бон Пари,True,"ООО""Нестле Россия""",75г,,,Мармелад жевательный Бон Пари Кислые червячки 75г,Кондитерские изделия|Конфеты,жевательные|мармелад|мармелад + жевательный|мармелад + червячки|мармеладные
92419,пицца с ветчиной,Не Бренд,True,None,450г,,,Пицца Цезарь с ветчиной 450г,Замороженные продукты|Пицца|Полуфабрикаты замороженные,пицца|пицца + ветчина|пицца + ветчиной|пицца + с ветчиной
139496,каша льняная,ЭЛЬФА,True,"ООО ""Витапром""",400г,,,Каша льняная Эльфа 400г,Бакалея|Сухие завтраки,каша|каша + льняная
139840,напиток гринайс грин холодный чай б/алк негаз,Лаймон Фреш Гринайс,False,"ОАО ""Компания Росинка""",1л,,пэт,Напиток Гринайс грин холодный чай б/алк негаз 1л ПЭТ,"Квас, холодный чай|Напитки, соки",напитки|напиток|напиток + алк|напиток + алк + негаз|напиток + алк + чай|напиток + б алк|напиток + б алк + негаз|напиток + б алк + чай|напиток + б/алк|напиток + б/алк + негаз|напиток + б/алк + чай|напиток + гринайс|напиток + гринайс + алк|напиток + гринайс + б алк|напиток + гринайс + б/алк|напиток + гринайс + негаз|напиток + гринайс + холодный|напиток + гринайс + чай|напиток + из алк|напиток + из б алк|напиток + из б/алк|напиток + негаз|напиток + негаз + чай|напиток + холод|напиток + холодный|напиток + холодный + алк|напиток + холодный + б алк|напиток + холодный + б/алк|напиток + холодный + негаз|напиток + холодный + чай|напиток + чай|напиток + чай + алк|напиток + чай + б алк|напиток + чай + б/алк|напиток + чай + негаз|напиток + чайный
132102,азу из индейки,Не Бренд,True,"ООО ""ЕВРОДОН"", Россия",700г,,,Азу из индейки ГВУ Индолина 700г,Мясо и птица|Птица охлажденная,азу
241595,батончик мюсли орехи,Corny,True,Schwartau GmbH,50г,,,Батончик мюсли Corny Орехи 50г,Бакалея|Сухие завтраки,батон|батончик|батончик + мюсли|батончик мюсли|батончик-мюсли|батончики|батончики + мюсли|булка|булки|булочка|булочки|мюсли
136551,палтус филе с/м соврыбпродукт,Не Бренд,False,None,800 гр,,,"Палтус филе с/м,  800 гр Соврыбпродукт","Рыба охлажденная и замороженная|Рыба, морепродукты и икра",палтус|палтус + с м|палтус + с/м|палтус + филе|палтус + филе + с м|палтус + филе + с/м|филе
41957,яблоки грени смит,Не Бренд,False,None,кг,,фасованные,"Яблоки Грени Смит фасованные, кг","Овощи, фрукты, грибы, ягоды|Фрукты, ягоды",яблоки|яблоки + грени|яблоки + грени + смит|яблоки + смит|яблочно|яблочный
90106,смесь д/выпечки кекс маковый,Печем Дома,True,"ОАО ""Русский продукт""",400г,,,Смесь д/выпечки Кекс Печём дома Маковый 400г,Бакалея|Мука,смесь|смесь + выпечки|смесь + выпечки + кекс|смесь + д выпечки|смесь + д выпечки + кекс|смесь + д/выпечки|смесь + д/выпечки + кекс|смесь + кекс
278406,напиток сильногаз б/а,Sprite,True,"ООО""Кока-Кола ЭйчБиСи Евразия""",1л,,пэт,Напиток Спрайт сильногаз б/а 1л ПЭТ,"Лимонады, газированные напитки|Напитки, соки",напитки|напиток|напиток + б а|напиток + б а + сильногаз|напиток + б/а|напиток + б/а + сильногаз|напиток + сильногаз|напиток + сильногаз + б а|напиток + сильногаз + б/а
332566,нектар апельсиновый,Фруктовый  сад,True,"ООО ""Лебедянский""",0.95л,,т/пак,Нектар Фруктовый Сад апельсиновый 0.95л т/пак,"Напитки, соки|Соки, нектары, морсы",апельсин|апельсины|нектар|нектар + апельсин|нектар + апельсиновый
169188,мясо крабовое имит охл,Санта-Бремор,True,"СП ""Санта Бремор""",200г,,в/у,Мясо крабовое Санта Бремор имит охл 200г в/у,"Крабовое мясо и палочки|Рыба, морепродукты и икра|Рыбная гастрономия",говядина|говядина + охл|краб|краб + мясо|крабовое|крабовое + мясо|крабовое + мясо + охл|крабовое + охл|крабовые|крабовые + охл|крабовые + охлажденные|крабовый|крабы|мясной|мясной + говяжий|мясо
444996,сок мультифрукт,Я,True,Gan Shmuel Foods Ltd,1л,,ст/б,Сок Я мультифрукт 1л ст/б,"Напитки, соки|Соки, нектары, морсы",сок|сок + мультифрукт
79882,конфеты флюид классик с миндалем в гор шок,Сладко,True,None,215г,,,Конфеты Флюид Классик с миндалем в гор шок 215г СладКо,Кондитерские изделия|Конфеты,конфета|конфеты|конфеты + в гор|конфеты + в гор + шок|конфеты + в шок|конфеты + гор|конфеты + гор + в шок|конфеты + гор + шок|конфеты + классик|конфеты + классик + в гор|конфеты + классик + в шок|конфеты + классик + гор|конфеты + классик + шок|конфеты + шок
141209,кофе сублимированный,Петровская Слобода,True,"ООО ""ФЕС ПРОДУКТ""",45г,,,КОФЕ СУБЛИМИРОВАННЫЙ Петровская Слобода 45г,"Кофе|Чай, кофе, какао",Кофе|кофе|кофе + сублимированный|кофейный
141266,конфеты красная шапочка,Красный октябрь,False,"ОАО ""Красный Октябрь""",250г,,,Конфеты Красная шапочка 250г,Кондитерские изделия|Конфеты,конфета|конфеты|красный
90897,творог фруктовый черника,Агуша,True,"ОАО ""Вимм-Билль-Данн""",100г,"3,9%",,"Творог фруктовый Агуша 3,9% 100г Черника","Молочные продукты|Молочные продукты, сыры, яйцо|Продукты молочные для детей и кормящих мам",творог|творог + фруктовый|творог + черника|творожный|фруктовая|фруктовый
54819,сальтисон с языком,МОРТАДЕЛЬ,True,"ООО ""Фирма ""Мортадель""",кг,,в/у,"Сальтисон с языком в/у , кг Мортадель","Мясная гастрономия|Паштеты, ливер",сальтисон
114813,ветчина для завтрака,Мясной дом БОРОДИНА,True,"ООО ""Мясной дом БОРОДИНА""",500г,,в/у,Ветчина для завтрака МД Бородина в/у 500г,Мясная гастрономия|Мясные деликатесы,ветчина|ветчина + для завтрака|ветчина + завтрака|ветчинка
57827,сыр твердый пармезан,Dolce,True,None,кг,40%,,Сыр твердый Пармезан Dolce  40% кг,"Молочные продукты, сыры, яйцо|Сыры|Твердые сыры",сыр|сыр + пармезан|сыр + тверд|сыр + твердый|сырки|сырная|сырные|сырный|сырок
446333,пирожное прага,Шереметьевские торты,True,None,420г,,,Пирожное Прага 420г Шереметьевские торты,Кондитерские изделия|Торты и пирожные свежие,пирожное|пирожные
57783,сыр ле тоно,Emmi,True,Emmi,кг,,,Сыр Ле Тоно кг Emmi,"Молочные продукты, сыры, яйцо|Сыры|Твердые сыры",сыр|сырки|сырная|сырные|сырный|сырок
81040,салат из морской капусты китайский с овощами в соевом соусе,Меридиан,True,"ОАО ПКП ""Меридиан"", Россия",200г,,пл/б,Салат из морской капусты Меридиан китайский с овощами в соевом соусе 200г пл/б,"Пресервы|Рыба, морепродукты и икра|Рыбная гастрономия",салат|салат + в соусе|салат + из капусты|салат + из капусты + в соусе|салат + из капусты + соусе|салат + из морской|салат + из морской + в соусе|салат + из морской + капусты|салат + из морской + соусе|салат + капусты|салат + капусты + в соусе|салат + капусты + соусе|салат + морской|салат + морской + в соусе|салат + морской + из капусты|салат + морской + капусты|салат + морской + соусе|салат + соусе|соус + салатный
245616,паста шоколадная,Нутелла,True,Ferrero S.p.A.,350г,,,Паста шоколадная Nutella 350г,"Кондитерские изделия|Мармелад, суфле, зефир, пастила",паста|паста + шоколадная|шоколад|шоколадная|шоколадная + паста|шоколадное|шоколадный
133183,нектар лимон/лайм,Мой,True,"ОАО ""Сады Придонья"", Россия",0.95л,,т/пак,Нектар Мой лимон/лайм 0.95л т/пак,"Напитки, соки|Соки, нектары, морсы",лайм|лимон|лимонная|лимоны|нектар|нектар + лимон
109047,продукт творож с ванилью,Благода,True,"ООО ""Молочное дело - Ивня""",100г,23%,,Продукт творож Благода с ванилью 23% 100г,"Йогурты и творожки|Молочные продукты|Молочные продукты, сыры, яйцо",продукт|продукт + ваниль|продукт + творож|творож
150166,скумбрия ндм,Донской Орешек,True,"ООО ""Крепкий Орешек""",250г,,ж/б,Скумбрия НДМ Донской Орешек 250г ж/б,Консервация|Рыбные консервы,макрель|скумбрия
200369,зубчики чеснока,Iberica,True,«Olive Line» S. L.,100г,,ст/б,Зубчики чеснока Iberica 100г ст/б,Другие овощные консервы|Консервация|Овощные консервы,зубчики|чеснок|чесночная
573691,шашлык из индейки филе грудки в майонезе,Не Бренд,True,"ЗАО ""Краснобор"", Россия",кг,,,"Шашлык из индейки (филе грудки)  в майонезе Краснобор, кг",Мясо и птица|Птица охлажденная,шашлык|шашлык + из индейки|шашлык + из филе|шашлык + индейки|шашлык + филе
170264,гот завтрак весёлый роджер,START,True,"ПАО ""Лантманнен Акса""",300г,,кор,Гот.завтрак Весёлый Роджер 300г START кор,Бакалея|Сухие завтраки,гот|гот + завтрак|завтрак
145281,крекер янтарный с луком,Любятово,True,"ООО ""Келлогг Рус""",235г,,,Крекер Любятово Янтарный с луком 235г,Кондитерские изделия|Мучные кондитерские изделия,крекер|крекер + луком|крекер + янтарный|крекеры|янтарная
596234,изюм виноград сушеный дары природы,Кубанские семечки,False,None,150г,,,Изюм (Виноград сушеный) Дары природы 150г,"Овощи, фрукты, грибы, ягоды|Орехи, сухофрукты",виноград|виноград + сушеный|виноградный|изюм
46130,колбаса вареная докторская полиамид в/с,ОСТАNКИНО,True,"ЗАО ""Мясоперерабатывающий завод ""Ступино-Останкино"", Россия",кг,,,"Колбаса вареная Докторская Останкино полиамид в/с, кг",Колбасы вареные|Мясная гастрономия,колбаса|колбаса + в с|колбаса + в/с|колбаса + вареная|колбаса + вареная + в с|колбаса + вареная + в/с|колбаса + вареная + докторская|колбаса + вареная + полиамид|колбаса + докторская|колбаса + докторская + в с|колбаса + докторская + в/с|колбаса + полиамид|колбаска|колбаски|колбаски + вареные|колбасный|колбасу
244336,шоколад молочный с изюмом и фундуком,Milka,True,"ООО ""Мон'дэлис Русь""",100г,,,Шоколад молочный Milka с изюмом и фундуком 100г,Кондитерские изделия|Шоколад,молоко|молочная|молочный|шоколад|шоколад + изюм|шоколад + изюмом|шоколад + молочно|шоколад + молочно + изюмом|шоколад + молочно + с изюмом|шоколад + молочный|шоколад + молочный + изюм|шоколад + молочный + изюмом|шоколад + молочный + с изюмом|шоколад + молочный + с фундуком|шоколад + молочный + фундук|шоколад + молочный + фундук + изюм|шоколад + молочный + фундуком|шоколад + с изюмом|шоколад + с фундуком|шоколад + фундук|шоколад + фундук + изюм|шоколад + фундуком|шоколадная|шоколадное|шоколадный
305233,майонез провансаль,СКИТ,True,"ООО ""Компания Скит""",450мл,67%,,Майонез Скит Провансаль 67% 450мл,"Майонез|Растительные масла, соусы и приправы",майонез|майонез + провансаль|майонезный|майонезный + провансаль
92646,пицца с ветчиной и грибами,О'КЕЙ,True,"ООО ""Морозко""",450г,,,Пицца ОКЕЙ с ветчиной и грибами 450г,Замороженные продукты|Пицца|Полуфабрикаты замороженные,пицца|пицца + ветчина|пицца + ветчиной|пицца + ветчиной + грибами|пицца + ветчиной + с грибами|пицца + грибами|пицца + с ветчиной|пицца + с ветчиной + грибами|пицца + с грибами
139934,щербет с орехом,Аль-Араби,True,"ООО КФ ""Надежда""",280г,,,Щербет Аль-Араби с орехом 280г,"Кондитерские изделия|Мармелад, суфле, зефир, пастила",щербет|щербет + орехом|щербет + с орехом
155831,фисташки жареные соленые,Твердый знак,True,"ЗАО ""ОРЕХПРОМ""",500г,,,Фисташки жареные соленые Твердый знак 500г,"Овощи, фрукты, грибы, ягоды|Орехи, сухофрукты",фисташки|фисташки + жареные|фисташки + жареные + соленые|фисташки + соленые
49462,сервелат в/к,СЕТУНЬ,True,"ООО' МПЗ ""Сетунь""",,,в/у,Сервелат Сетунь в/к в/у,Колбасы копченые|Мясная гастрономия,сервелат|сервелат + в к|сервелат + в/к
371695,морс клюквенный,Северная ягода,True,"ООО ""Лебедянский""",1.45л,,т/пак,Морс Северная Ягода клюквенный 1.45л т/пак,"Напитки, соки|Соки, нектары, морсы",клюква|морс|морс + клюква|морс + клюквенный
81343,сельдь филе-кус в масле по-шведски,Меридиан,True,None,175г,,,"Сельдь филе-кус в масле По-шведски, 175г Меридиан","Пресервы|Рыба, морепродукты и икра|Рыбная гастрономия",сельдь|сельдь + в масле|сельдь + кус|сельдь + кус + в масле|сельдь + кус + масле|сельдь + масле|сельдь + филе|сельдь + филе + в масле|сельдь + филе + кус|сельдь + филе + кус + в масле|сельдь + филе + кус + масле|сельдь + филе + масле|сельдь + филе кус|сельдь + филе кус + в масле|сельдь + филе кус + масле|сельдь + филе-кус|сельдь + филе-кус + в масле|сельдь + филе-кус + масле|филе|филе + сельди
242798,борщ черниговский,Не Бренд,True,"OOO ""TPK ""VILON""",300г,,,Борщ Черниговский 300г Вкусный суп,Готовые блюда замороженные|Замороженные продукты,борщ
44016,гранаты импортные,Не Бренд,False,None,кг,,,Гранаты импортные кг,"Овощи, фрукты, грибы, ягоды|Фрукты, ягоды",гранат|гранаты
185915,кисель малина,VALIO,True,ООО Валио,950г,,,Кисель Valio малина 950г,"Десерты, каши молочные|Молочные продукты|Молочные продукты, сыры, яйцо",кисель|кисель + малина|малина
594612,хлеб зерновик в,Черемушки,True,"ОАО ""КБК ""Черемушки""",460г,,нар,Хлеб Зерновик в нар. 460г Черемушки,"Хлеб, батон, лепешки, лаваш|Хлебобулочные изделия",Хлебцы|хлеб|хлеб + в|хлебные|хлебушки|хлебцы
242470,вермишель куриная,Роллтон,True,ПОЛИМЕР,60г,,,Вермишель Роллтон Куриная 60г,Бакалея|Супы и блюда быстрого приготовления,вермишель|вермишель + куриная|куриная|куриное|куриный|курица
193797,соус для гриля bbq универсальный,Santa Maria,True,"АО ""Санта Мария""",505г,,,Соус Santa Maria для гриля BBQ универсальный 505г,"Растительные масла, соусы и приправы|Соусы",соус|соус + bbq|соус + гриля|соус + гриля + bbq|соус + гриля + для bbq|соус + для bbq|соус + для гриля|соус + для гриля + bbq
613389,сыр коровий наш сир мягкий полножирный в рассоле т м,SELECT MILK,True,"Select Milk d.o.o., Сербия",500г/16шт,45%,ванночка,"Сыр коровий ""НАШ СИР"" мягкий полножирный в рассоле. т.м.Select Milk 45% ванночка 500г/16шт","Молочные продукты, сыры, яйцо|Сыры|Творожистые и рассольные сыры",сыр|сыр + в рассоле|сыр + мягкий|сыр + рассоле|сырки|сырная|сырные|сырный|сырок
114780,кетчуп томатный ст,Балтимор,True,None,530г,,,Кетчуп Балтимор Томатный 530г ст,"Кетчупы|Растительные масла, соусы и приправы",кетчуп|кетчуп + томат|кетчуп + томатный|помидоры|помидоры + томаты|томат|томатная|томатно|томатное|томатные|томатный|томаты
185599,хлебцы крисп ржаные,Fazer,True,"ОАО ""Фацер""",200г,,,Хлебцы Фазер Крисп Ржаные 200г,Хлебобулочные изделия|Хлебцы,Хлебцы|хлеб|хлеб + ржаная|хлеб + ржаной|хлебные|хлебушки|хлебцы|хлебцы + крисп|хлебцы + крисп + ржаные|хлебцы + ржаные
326981,напиток принцесса б/алк среднегаз фруктовый сокосодер яблочный,Disney,True,Vitapress Kft.,0.75 л,,,Напиток Disney Принцесса б/алк среднегаз фруктовый сокосодер яблочный 0.75 л,"Лимонады, газированные напитки|Напитки, соки",напитки|напиток|напиток + алк|напиток + алк + сокосодер|напиток + алк + среднегаз|напиток + б алк|напиток + б алк + сокосодер|напиток + б алк + среднегаз|напиток + б/алк|напиток + б/алк + сокосодер|напиток + б/алк + среднегаз|напиток + из алк|напиток + из б алк|напиток + из б/алк|напиток + м фрукт|напиток + м/фрукт|напиток + сокосодер|напиток + среднегаз|напиток + среднегаз + сокосодер|напиток + среднегаз + фруктовый|напиток + фрукт|напиток + фруктовый|напиток + фруктовый + сокосодер|напиток + яблоко|яблочно + напиток
501703,нектар гранат/чернопл рябины,J-7,True,"ОАО ""ВБД Напитки""",0.97л,,т/пак,Нектар J7 гранат/чернопл.рябины 0.97л т/пак,"Напитки, соки|Соки, нектары, морсы",гранат|гранаты|нектар|нектар + гранат|нектар + рябина|нектар + чернопл|нектар + чернопл + рябина
242797,чебуреки с бараниной,Вилон,True,"OOO ""TPK ""VILON""",270г,,,Чебуреки Чебуречье с бараниной 270г Вилон,Готовые блюда замороженные|Замороженные продукты,чебурек|чебуреки
594411,шоколад молочный с дробленым фундуком,Cote d'ore,True,Mondelez Belgium Production bvba-sprl,150г,,,Шоколад Cote d'ore молочный с дробленым фундуком 150г,Кондитерские изделия|Шоколад,молоко|молочная|молочный|шоколад|шоколад + дробленым|шоколад + дробленым + с фундуком|шоколад + дробленым + фундуком|шоколад + молочно|шоколад + молочный|шоколад + молочный + дробленым|шоколад + молочный + с дробленым|шоколад + молочный + с фундуком|шоколад + молочный + фундук|шоколад + молочный + фундуком|шоколад + с дробленым|шоколад + с дробленым + фундуком|шоколад + с фундуком|шоколад + фундук|шоколад + фундуком|шоколадная|шоколадное|шоколадный
242002,крупа гречневая,Националь,True,"ООО ""Компания ""Ангстрем Трейдинг""",900г,,,Крупа гречневая 900г  Националь,Бакалея|Крупа гречневая|Крупы,гречневая|гречневая + крупа|крупа|крупа + гречневая
58135,азу из говядины охл,Мясной Двор,True,"ООО ""Белорусский вкус"", Россия",кг,,,Азу из говядины охл. Мясной Двор. кг,Мясо и птица|Мясо охлажденное,азу|азу + говядины|азу + говядины + из охл|азу + говядины + охл|азу + из говядины|азу + из говядины + охл|азу + из охл|азу + охл
244599,хлебцы диетические с отрубями в нарезке,Каравай,True,"ОАО ""Каравай""",450г,,,Хлебцы диетические Каравай с отрубями в нарезке 450г,"Хлеб, батон, лепешки, лаваш|Хлебобулочные изделия",Хлебцы|хлеб|хлеб + в нарез|хлеб + в нарезке|хлеб + нарез|хлеб + нарезке|хлебные|хлебушки|хлебцы|хлебцы + и отруби|хлебцы + отруби
140000,какао растворимый в тубе,О'КЕЙ,True,"ЗАО ""Крюгер-Гранд""",250г,,,Какао ОКЕЙ растворимый в тубе 250г,"Какао, цикорий|Чай, кофе, какао",какао|какао + растворимый
58174,фарш по-домашнему охл п/ф мясной рубленный,Собственное производство,False,"ООО ""О'КЕЙ""",кг,,,Фарш по-домашнему охл П/ф мясной рубленный. кг,Мясо и птица|Мясо охлажденное,фарш|фарш + говяжий|фарш + говяжий + охл|фарш + говяжий + п ф|фарш + говяжий + п/ф|фарш + говяжий + с охл|фарш + домашний|фарш + домашний + охл|фарш + мясной|фарш + охл|фарш + охл + мясной|фарш + охл + п ф|фарш + охл + п/ф|фарш + п ф|фарш + п ф + мясной|фарш + п/ф|фарш + п/ф + мясной|фарш + с охл
242046,крабовые палочки снежный краб охл,Меридиан,True,"ОАО ПКП ""Меридиан"", Россия",200г,,,Крабовые палочки Меридиан снежный краб охл 200г,"Крабовое мясо и палочки|Рыба, морепродукты и икра|Рыбная гастрономия",краб|крабовое|крабовое + охл|крабовые|крабовые + охл|крабовые + охлажденные|крабовые + палочки|крабовые + палочки + охл|крабовые + палочки + охлажденные|крабовые + палочки + снежный|крабовые + снежный|крабовые + снежный + охл|крабовый|крабы|палочки
571253,сливки утп tba,Большая кружка,True,"ООО ""ГАЛАКТИКА""",200мл,10%,,Сливки УТП Большая Кружка 10% 200мл TBA,"Молоко и сливки|Молочные продукты|Молочные продукты, сыры, яйцо",сливки|сливки + утп
180701,напиток берн энергетический сильногаз б/а,Burn,False,"ООО""Кока-Кола ЭйчБиСи Евразия""",0.5л,,пэт,Напиток Берн энергетический  сильногаз б/а 0.5л ПЭТ,"Напитки, соки|Энергетические напитки",напитки|напиток|напиток + б а|напиток + б а + сильногаз|напиток + б/а|напиток + б/а + сильногаз|напиток + берн|напиток + берн + б а|напиток + берн + б/а|напиток + берн + сильногаз|напиток + берн + энергетический|напиток + сильногаз|напиток + сильногаз + б а|напиток + сильногаз + б/а|напиток + энергетический|напиток + энергетический + б а|напиток + энергетический + б/а|напиток + энергетический + сильногаз
132883,биопродукт к/м кефирный,Bio Баланс,True,"ОАО ""Компания ЮНИМИЛК""",930г,0%,,Биопродукт к/м кефирный Юнимилк Bio Баланс 0% 930г,"Кисломолочные продукты|Молочные продукты|Молочные продукты, сыры, яйцо",биопродукт|биопродукт + к м|биопродукт + к м + кефирный|биопродукт + к/м|биопродукт + к/м + кефирный|биопродукт + кефирный
110282,шпинат п/п,Не Бренд,True,None,75г,,уп,"Шпинат  ""Белая Дача"" 75г п/п, уп","Зелень|Овощи, фрукты, грибы, ягоды",шпинат
141001,улитка в белом соусе,Не Бренд,False,"ООО ""Азов Трейд"", Россия",170г,,,"Улитка в белом соусе ,170г","Морепродукты|Рыба, морепродукты и икра",улитка
594186,уксус яблочный,Абрико,True,"ООО ""ПХП""",500мл,6%,,Уксус Абрико яблочный 6% 500мл,"Растительные масла, соусы и приправы|Уксус",уксус|уксус + яблочный|яблоки|яблочно|яблочный
180124,оливки зеленые ст/6,Экомаркет,True,"""SIOURAS S.A.""",315мл,,,Оливки зеленые ст/6 315мл ЭкоМаркет,Консервация|Овощные консервы|Оливки,оливки|оливки + зеленые
193820,приправа итал смесь пицца и паста мельница,Santa-Maria,True,Santa Maria AB,80г,,,Приправа Santa Maria Итал.смесь пицца и паста 80г мельница,"Растительные масла, соусы и приправы|Специи, приправы",приправа|приправа + и мельница|приправа + мельница|приправа + смесь|приправа + смесь + мельница
78064,молоко стерил тп,36 копеек,True,"ОАО ""Останкинский молочный комбинат""",1кг,3.2%,,Молоко стерил 36 копеек 3.2% 1кг ТП,"Молоко и сливки|Молочные продукты|Молочные продукты, сыры, яйцо",молоко|молоко + стерил|молоко + стерил + тп|молоко + тп|молочная|молочный
168152,оладушки с вар сгущёнкой,Аладушкин,True,"ЗАО ""Охтинское""",2шт х 50г,,,Оладушки Аладушкин с вар.сгущёнкой 2шт х 50г,"Выпечка, изделия сдобные|Хлебобулочные изделия",оладушки
81686,блинчики с творогом,Талосто,True,"ООО ""Талосто-Продукты""",420г,,,Блинчики с творогом Мастерица 420г,"Блинчики, мучные изделия|Замороженные продукты|Полуфабрикаты замороженные",блинчики|блинчики + с творогом|блинчики + творогом
